date,Province,Municipality,date_week
2017-08-15,cadiz,arcos-de-la-frontera,2017-08-14
2017-09-29,cadiz,arcos-de-la-frontera,2017-09-25
2017-10-12,cadiz,arcos-de-la-frontera,2017-10-09
2017-11-02,cadiz,arcos-de-la-frontera,2017-10-30
2017-12-07,cadiz,arcos-de-la-frontera,2017-12-04
2017-12-08,cadiz,arcos-de-la-frontera,2017-12-04
2017-12-25,cadiz,arcos-de-la-frontera,2017-12-25
2017-01-01,cadiz,barbate,2016-12-26
2017-01-06,cadiz,barbate,2017-01-02
2017-02-28,cadiz,barbate,2017-02-27
2017-04-01,cadiz,barbate,2017-03-27
2017-04-02,cadiz,barbate,2017-03-27
2017-04-09,cadiz,barbate,2017-04-03
2017-04-10,cadiz,barbate,2017-04-10
2017-05-01,cadiz,barbate,2017-05-01
2017-05-03,cadiz,barbate,2017-05-01
2017-07-16,cadiz,barbate,2017-07-10
2017-08-15,cadiz,barbate,2017-08-14
2017-10-12,cadiz,barbate,2017-10-09
2017-11-02,cadiz,barbate,2017-10-30
2017-12-07,cadiz,barbate,2017-12-04
2017-12-08,cadiz,barbate,2017-12-04
2017-12-25,cadiz,barbate,2017-12-25
2017-01-01,cadiz,los-barrios,2016-12-26
2017-01-06,cadiz,los-barrios,2017-01-02
2017-02-28,cadiz,los-barrios,2017-02-27
2017-04-01,cadiz,los-barrios,2017-03-27
2017-04-02,cadiz,los-barrios,2017-03-27
2017-04-09,cadiz,los-barrios,2017-04-03
2017-04-10,cadiz,los-barrios,2017-04-10
2017-05-01,cadiz,los-barrios,2017-05-01
2017-05-15,cadiz,los-barrios,2017-05-15
2017-07-16,cadiz,los-barrios,2017-07-10
2017-08-15,cadiz,los-barrios,2017-08-14
2017-10-12,cadiz,los-barrios,2017-10-09
2017-11-02,cadiz,los-barrios,2017-10-30
2017-12-07,cadiz,los-barrios,2017-12-04
2017-12-08,cadiz,los-barrios,2017-12-04
2017-12-25,cadiz,los-barrios,2017-12-25
2017-01-01,cadiz,cadiz,2016-12-26
2017-01-06,cadiz,cadiz,2017-01-02
2017-02-24,cadiz,cadiz,2017-02-20
2017-02-28,cadiz,cadiz,2017-02-27
2017-04-01,cadiz,cadiz,2017-03-27
2017-04-02,cadiz,cadiz,2017-03-27
2017-04-09,cadiz,cadiz,2017-04-03
2017-04-10,cadiz,cadiz,2017-04-10
2017-05-01,cadiz,cadiz,2017-05-01
2017-08-15,cadiz,cadiz,2017-08-14
2017-10-07,cadiz,cadiz,2017-10-02
2017-10-12,cadiz,cadiz,2017-10-09
2017-11-02,cadiz,cadiz,2017-10-30
2017-12-07,cadiz,cadiz,2017-12-04
2017-12-08,cadiz,cadiz,2017-12-04
2017-12-25,cadiz,cadiz,2017-12-25
2017-01-01,cadiz,conil-de-la-frontera,2016-12-26
2017-01-06,cadiz,conil-de-la-frontera,2017-01-02
2017-02-28,cadiz,conil-de-la-frontera,2017-02-27
2017-04-01,cadiz,conil-de-la-frontera,2017-03-27
2017-04-02,cadiz,conil-de-la-frontera,2017-03-27
2017-04-09,cadiz,conil-de-la-frontera,2017-04-03
2017-04-10,cadiz,conil-de-la-frontera,2017-04-10
2017-05-01,cadiz,conil-de-la-frontera,2017-05-01
2017-07-16,cadiz,conil-de-la-frontera,2017-07-10
2017-08-15,cadiz,conil-de-la-frontera,2017-08-14
2017-09-08,cadiz,conil-de-la-frontera,2017-09-04
2017-10-12,cadiz,conil-de-la-frontera,2017-10-09
2017-11-02,cadiz,conil-de-la-frontera,2017-10-30
2017-12-07,cadiz,conil-de-la-frontera,2017-12-04
2017-12-08,cadiz,conil-de-la-frontera,2017-12-04
2017-12-25,cadiz,conil-de-la-frontera,2017-12-25
2017-01-01,cadiz,chiclana-de-la-frontera,2016-12-26
2017-01-06,cadiz,chiclana-de-la-frontera,2017-01-02
2017-02-28,cadiz,chiclana-de-la-frontera,2017-02-27
2017-04-01,cadiz,chiclana-de-la-frontera,2017-03-27
2017-04-02,cadiz,chiclana-de-la-frontera,2017-03-27
2017-04-09,cadiz,chiclana-de-la-frontera,2017-04-03
2017-04-10,cadiz,chiclana-de-la-frontera,2017-04-10
2017-05-01,cadiz,chiclana-de-la-frontera,2017-05-01
2017-08-15,cadiz,chiclana-de-la-frontera,2017-08-14
2017-09-08,cadiz,chiclana-de-la-frontera,2017-09-04
2017-10-12,cadiz,chiclana-de-la-frontera,2017-10-09
2017-11-02,cadiz,chiclana-de-la-frontera,2017-10-30
2017-12-07,cadiz,chiclana-de-la-frontera,2017-12-04
2017-12-08,cadiz,chiclana-de-la-frontera,2017-12-04
2017-12-25,cadiz,chiclana-de-la-frontera,2017-12-25
2017-01-01,cadiz,jerez-de-la-frontera,2016-12-26
2017-01-06,cadiz,jerez-de-la-frontera,2017-01-02
2017-02-28,cadiz,jerez-de-la-frontera,2017-02-27
2017-04-01,cadiz,jerez-de-la-frontera,2017-03-27
2017-04-02,cadiz,jerez-de-la-frontera,2017-03-27
2017-04-09,cadiz,jerez-de-la-frontera,2017-04-03
2017-04-10,cadiz,jerez-de-la-frontera,2017-04-10
2017-05-01,cadiz,jerez-de-la-frontera,2017-05-01
2017-05-13,cadiz,jerez-de-la-frontera,2017-05-08
2017-08-15,cadiz,jerez-de-la-frontera,2017-08-14
2017-09-24,cadiz,jerez-de-la-frontera,2017-09-18
2017-09-24,cadiz,jerez-de-la-frontera,2017-09-18
2017-10-11,cadiz,jerez-de-la-frontera,2017-10-09
2017-10-12,cadiz,jerez-de-la-frontera,2017-10-09
2017-11-02,cadiz,jerez-de-la-frontera,2017-10-30
2017-12-07,cadiz,jerez-de-la-frontera,2017-12-04
2017-12-08,cadiz,jerez-de-la-frontera,2017-12-04
2017-12-25,cadiz,jerez-de-la-frontera,2017-12-25
2017-01-01,cadiz,la-linea-de-la-concepcion,2016-12-26
2017-01-06,cadiz,la-linea-de-la-concepcion,2017-01-02
2017-02-28,cadiz,la-linea-de-la-concepcion,2017-02-27
2017-04-01,cadiz,la-linea-de-la-concepcion,2017-03-27
2017-04-02,cadiz,la-linea-de-la-concepcion,2017-03-27
2017-04-09,cadiz,la-linea-de-la-concepcion,2017-04-03
2017-04-10,cadiz,la-linea-de-la-concepcion,2017-04-10
2017-05-01,cadiz,la-linea-de-la-concepcion,2017-05-01
2017-07-16,cadiz,la-linea-de-la-concepcion,2017-07-10
2017-07-20,cadiz,la-linea-de-la-concepcion,2017-07-17
2017-07-27,cadiz,la-linea-de-la-concepcion,2017-07-24
2017-08-15,cadiz,la-linea-de-la-concepcion,2017-08-14
2017-10-12,cadiz,la-linea-de-la-concepcion,2017-10-09
2017-11-02,cadiz,la-linea-de-la-concepcion,2017-10-30
2017-12-07,cadiz,la-linea-de-la-concepcion,2017-12-04
2017-12-08,cadiz,la-linea-de-la-concepcion,2017-12-04
2017-12-25,cadiz,la-linea-de-la-concepcion,2017-12-25
2017-01-01,cadiz,el-puerto-de-santa-maria,2016-12-26
2017-01-06,cadiz,el-puerto-de-santa-maria,2017-01-02
2017-02-28,cadiz,el-puerto-de-santa-maria,2017-02-27
2017-04-01,cadiz,el-puerto-de-santa-maria,2017-03-27
2017-04-02,cadiz,el-puerto-de-santa-maria,2017-03-27
2017-04-09,cadiz,el-puerto-de-santa-maria,2017-04-03
2017-04-10,cadiz,el-puerto-de-santa-maria,2017-04-10
2017-05-01,cadiz,el-puerto-de-santa-maria,2017-05-01
2017-05-25,cadiz,el-puerto-de-santa-maria,2017-05-22
2017-08-15,cadiz,el-puerto-de-santa-maria,2017-08-14
2017-09-07,cadiz,el-puerto-de-santa-maria,2017-09-04
2017-09-08,cadiz,el-puerto-de-santa-maria,2017-09-04
2017-10-12,cadiz,el-puerto-de-santa-maria,2017-10-09
2017-11-02,cadiz,el-puerto-de-santa-maria,2017-10-30
2017-12-07,cadiz,el-puerto-de-santa-maria,2017-12-04
2017-12-08,cadiz,el-puerto-de-santa-maria,2017-12-04
2017-12-25,cadiz,el-puerto-de-santa-maria,2017-12-25
2017-01-01,cadiz,puerto-real,2016-12-26
2017-01-06,cadiz,puerto-real,2017-01-02
2017-02-11,cadiz,puerto-real,2017-02-06
2017-02-28,cadiz,puerto-real,2017-02-27
2017-04-01,cadiz,puerto-real,2017-03-27
2017-04-02,cadiz,puerto-real,2017-03-27
2017-04-09,cadiz,puerto-real,2017-04-03
2017-04-10,cadiz,puerto-real,2017-04-10
2017-05-01,cadiz,puerto-real,2017-05-01
2017-06-06,cadiz,puerto-real,2017-06-05
2017-08-15,cadiz,puerto-real,2017-08-14
2017-10-12,cadiz,puerto-real,2017-10-09
2017-11-02,cadiz,puerto-real,2017-10-30
2017-12-07,cadiz,puerto-real,2017-12-04
2017-12-08,cadiz,puerto-real,2017-12-04
2017-12-25,cadiz,puerto-real,2017-12-25
2017-01-01,cadiz,rota,2016-12-26
2017-01-06,cadiz,rota,2017-01-02
2017-02-28,cadiz,rota,2017-02-27
2017-04-01,cadiz,rota,2017-03-27
2017-04-02,cadiz,rota,2017-03-27
2017-04-09,cadiz,rota,2017-04-03
2017-04-10,cadiz,rota,2017-04-10
2017-05-01,cadiz,rota,2017-05-01
2017-05-04,cadiz,rota,2017-05-01
2017-08-15,cadiz,rota,2017-08-14
2017-10-07,cadiz,rota,2017-10-02
2017-10-12,cadiz,rota,2017-10-09
2017-10-30,cadiz,rota,2017-10-30
2017-11-02,cadiz,rota,2017-10-30
2017-12-07,cadiz,rota,2017-12-04
2017-12-08,cadiz,rota,2017-12-04
2017-12-25,cadiz,rota,2017-12-25
2017-01-01,cadiz,san-fernando,2016-12-26
2017-01-06,cadiz,san-fernando,2017-01-02
2017-02-28,cadiz,san-fernando,2017-02-27
2017-04-01,cadiz,san-fernando,2017-03-27
2017-04-02,cadiz,san-fernando,2017-03-27
2017-04-09,cadiz,san-fernando,2017-04-03
2017-04-10,cadiz,san-fernando,2017-04-10
2017-05-01,cadiz,san-fernando,2017-05-01
2017-07-16,cadiz,san-fernando,2017-07-10
2017-08-15,cadiz,san-fernando,2017-08-14
2017-09-24,cadiz,san-fernando,2017-09-18
2017-10-12,cadiz,san-fernando,2017-10-09
2017-11-02,cadiz,san-fernando,2017-10-30
2017-12-07,cadiz,san-fernando,2017-12-04
2017-12-08,cadiz,san-fernando,2017-12-04
2017-12-25,cadiz,san-fernando,2017-12-25
2017-01-01,cadiz,sanlucar-de-barrameda,2016-12-26
2017-01-06,cadiz,sanlucar-de-barrameda,2017-01-02
2017-02-28,cadiz,sanlucar-de-barrameda,2017-02-27
2017-04-01,cadiz,sanlucar-de-barrameda,2017-03-27
2017-04-02,cadiz,sanlucar-de-barrameda,2017-03-27
2017-04-09,cadiz,sanlucar-de-barrameda,2017-04-03
2017-04-10,cadiz,sanlucar-de-barrameda,2017-04-10
2017-05-01,cadiz,sanlucar-de-barrameda,2017-05-01
2017-05-25,cadiz,sanlucar-de-barrameda,2017-05-22
2017-08-15,cadiz,sanlucar-de-barrameda,2017-08-14
2017-10-12,cadiz,sanlucar-de-barrameda,2017-10-09
2017-10-19,cadiz,sanlucar-de-barrameda,2017-10-16
2017-11-02,cadiz,sanlucar-de-barrameda,2017-10-30
2017-12-07,cadiz,sanlucar-de-barrameda,2017-12-04
2017-12-08,cadiz,sanlucar-de-barrameda,2017-12-04
2017-12-25,cadiz,sanlucar-de-barrameda,2017-12-25
2017-01-01,cadiz,san-roque,2016-12-26
2017-01-06,cadiz,san-roque,2017-01-02
2017-02-28,cadiz,san-roque,2017-02-27
2017-04-01,cadiz,san-roque,2017-03-27
2017-04-02,cadiz,san-roque,2017-03-27
2017-04-09,cadiz,san-roque,2017-04-03
2017-04-10,cadiz,san-roque,2017-04-10
2017-05-01,cadiz,san-roque,2017-05-01
2017-05-21,cadiz,san-roque,2017-05-15
2017-08-15,cadiz,san-roque,2017-08-14
2017-08-17,cadiz,san-roque,2017-08-14
2017-10-12,cadiz,san-roque,2017-10-09
2017-11-02,cadiz,san-roque,2017-10-30
2017-12-07,cadiz,san-roque,2017-12-04
2017-12-08,cadiz,san-roque,2017-12-04
2017-12-25,cadiz,san-roque,2017-12-25
2017-01-01,cordoba,aguilar-de-la-frontera,2016-12-26
2017-01-06,cordoba,aguilar-de-la-frontera,2017-01-02
2017-02-28,cordoba,aguilar-de-la-frontera,2017-02-27
2017-04-01,cordoba,aguilar-de-la-frontera,2017-03-27
2017-04-02,cordoba,aguilar-de-la-frontera,2017-03-27
2017-04-09,cordoba,aguilar-de-la-frontera,2017-04-03
2017-04-10,cordoba,aguilar-de-la-frontera,2017-04-10
2017-05-01,cordoba,aguilar-de-la-frontera,2017-05-01
2017-08-10,cordoba,aguilar-de-la-frontera,2017-08-07
2017-08-15,cordoba,aguilar-de-la-frontera,2017-08-14
2017-09-08,cordoba,aguilar-de-la-frontera,2017-09-04
2017-10-12,cordoba,aguilar-de-la-frontera,2017-10-09
2017-11-02,cordoba,aguilar-de-la-frontera,2017-10-30
2017-12-07,cordoba,aguilar-de-la-frontera,2017-12-04
2017-12-08,cordoba,aguilar-de-la-frontera,2017-12-04
2017-12-25,cordoba,aguilar-de-la-frontera,2017-12-25
2017-01-01,cordoba,baena,2016-12-26
2017-01-06,cordoba,baena,2017-01-02
2017-02-28,cordoba,baena,2017-02-27
2017-03-19,cordoba,baena,2017-03-13
2017-04-01,cordoba,baena,2017-03-27
2017-04-02,cordoba,baena,2017-03-27
2017-04-09,cordoba,baena,2017-04-03
2017-04-10,cordoba,baena,2017-04-10
2017-05-01,cordoba,baena,2017-05-01
2017-08-15,cordoba,baena,2017-08-14
2017-09-14,cordoba,baena,2017-09-11
2017-10-12,cordoba,baena,2017-10-09
2017-11-02,cordoba,baena,2017-10-30
2017-12-07,cordoba,baena,2017-12-04
2017-12-08,cordoba,baena,2017-12-04
2017-12-25,cordoba,baena,2017-12-25
2017-01-01,cordoba,cabra,2016-12-26
2017-01-06,cordoba,cabra,2017-01-02
2017-02-28,cordoba,cabra,2017-02-27
2017-04-01,cordoba,cabra,2017-03-27
2017-04-02,cordoba,cabra,2017-03-27
2017-04-09,cordoba,cabra,2017-04-03
2017-04-10,cordoba,cabra,2017-04-10
2017-05-01,cordoba,cabra,2017-05-01
2017-08-15,cordoba,cabra,2017-08-14
2017-09-09,cordoba,cabra,2017-09-04
2017-10-12,cordoba,cabra,2017-10-09
2017-11-02,cordoba,cabra,2017-10-30
2017-12-07,cordoba,cabra,2017-12-04
2017-12-08,cordoba,cabra,2017-12-04
2017-12-25,cordoba,cabra,2017-12-25
2017-01-01,cordoba,cordoba,2016-12-26
2017-01-06,cordoba,cordoba,2017-01-02
2017-02-28,cordoba,cordoba,2017-02-27
2017-04-01,cordoba,cordoba,2017-03-27
2017-04-02,cordoba,cordoba,2017-03-27
2017-04-09,cordoba,cordoba,2017-04-03
2017-04-10,cordoba,cordoba,2017-04-10
2017-05-01,cordoba,cordoba,2017-05-01
2017-08-15,cordoba,cordoba,2017-08-14
2017-09-08,cordoba,cordoba,2017-09-04
2017-10-12,cordoba,cordoba,2017-10-09
2017-10-24,cordoba,cordoba,2017-10-23
2017-10-25,cordoba,cordoba,2017-10-23
2017-11-02,cordoba,cordoba,2017-10-30
2017-12-07,cordoba,cordoba,2017-12-04
2017-12-08,cordoba,cordoba,2017-12-04
2017-12-25,cordoba,cordoba,2017-12-25
2017-01-01,cordoba,hinojosa-del-duque,2016-12-26
2017-01-06,cordoba,hinojosa-del-duque,2017-01-02
2017-02-28,cordoba,hinojosa-del-duque,2017-02-27
2017-04-01,cordoba,hinojosa-del-duque,2017-03-27
2017-04-02,cordoba,hinojosa-del-duque,2017-03-27
2017-04-09,cordoba,hinojosa-del-duque,2017-04-03
2017-04-10,cordoba,hinojosa-del-duque,2017-04-10
2017-04-27,cordoba,hinojosa-del-duque,2017-04-24
2017-05-01,cordoba,hinojosa-del-duque,2017-05-01
2017-07-16,cordoba,hinojosa-del-duque,2017-07-10
2017-08-15,cordoba,hinojosa-del-duque,2017-08-14
2017-10-12,cordoba,hinojosa-del-duque,2017-10-09
2017-11-02,cordoba,hinojosa-del-duque,2017-10-30
2017-12-07,cordoba,hinojosa-del-duque,2017-12-04
2017-12-08,cordoba,hinojosa-del-duque,2017-12-04
2017-12-25,cordoba,hinojosa-del-duque,2017-12-25
2017-01-01,cordoba,lucena,2016-12-26
2017-01-06,cordoba,lucena,2017-01-02
2017-02-28,cordoba,lucena,2017-02-27
2017-04-01,cordoba,lucena,2017-03-27
2017-04-02,cordoba,lucena,2017-03-27
2017-04-09,cordoba,lucena,2017-04-03
2017-04-10,cordoba,lucena,2017-04-10
2017-05-01,cordoba,lucena,2017-05-01
2017-05-04,cordoba,lucena,2017-05-01
2017-08-15,cordoba,lucena,2017-08-14
2017-09-15,cordoba,lucena,2017-09-11
2017-10-12,cordoba,lucena,2017-10-09
2017-11-02,cordoba,lucena,2017-10-30
2017-12-07,cordoba,lucena,2017-12-04
2017-12-08,cordoba,lucena,2017-12-04
2017-12-25,cordoba,lucena,2017-12-25
2017-01-01,cordoba,montilla,2016-12-26
2017-01-06,cordoba,montilla,2017-01-02
2017-02-28,cordoba,montilla,2017-02-27
2017-04-01,cordoba,montilla,2017-03-27
2017-04-02,cordoba,montilla,2017-03-27
2017-04-09,cordoba,montilla,2017-04-03
2017-04-10,cordoba,montilla,2017-04-10
2017-05-01,cordoba,montilla,2017-05-01
2017-07-14,cordoba,montilla,2017-07-10
2017-08-15,cordoba,montilla,2017-08-14
2017-09-07,cordoba,montilla,2017-09-04
2017-10-12,cordoba,montilla,2017-10-09
2017-11-02,cordoba,montilla,2017-10-30
2017-12-07,cordoba,montilla,2017-12-04
2017-12-08,cordoba,montilla,2017-12-04
2017-12-25,cordoba,montilla,2017-12-25
2017-01-01,cordoba,palma-del-rio,2016-12-26
2017-01-06,cordoba,palma-del-rio,2017-01-02
2017-02-28,cordoba,palma-del-rio,2017-02-27
2017-04-01,cordoba,palma-del-rio,2017-03-27
2017-04-02,cordoba,palma-del-rio,2017-03-27
2017-04-09,cordoba,palma-del-rio,2017-04-03
2017-04-10,cordoba,palma-del-rio,2017-04-10
2017-05-01,cordoba,palma-del-rio,2017-05-01
2017-08-15,cordoba,palma-del-rio,2017-08-14
2017-09-07,cordoba,palma-del-rio,2017-09-04
2017-09-08,cordoba,palma-del-rio,2017-09-04
2017-10-12,cordoba,palma-del-rio,2017-10-09
2017-11-02,cordoba,palma-del-rio,2017-10-30
2017-12-07,cordoba,palma-del-rio,2017-12-04
2017-12-08,cordoba,palma-del-rio,2017-12-04
2017-12-25,cordoba,palma-del-rio,2017-12-25
2017-01-01,cordoba,priego-de-cordoba,2016-12-26
2017-01-06,cordoba,priego-de-cordoba,2017-01-02
2017-02-28,cordoba,priego-de-cordoba,2017-02-27
2017-04-01,cordoba,priego-de-cordoba,2017-03-27
2017-04-02,cordoba,priego-de-cordoba,2017-03-27
2017-04-09,cordoba,priego-de-cordoba,2017-04-03
2017-04-10,cordoba,priego-de-cordoba,2017-04-10
2017-05-01,cordoba,priego-de-cordoba,2017-05-01
2017-06-11,cordoba,priego-de-cordoba,2017-06-05
2017-08-15,cordoba,priego-de-cordoba,2017-08-14
2017-09-06,cordoba,priego-de-cordoba,2017-09-04
2017-10-12,cordoba,priego-de-cordoba,2017-10-09
2017-11-02,cordoba,priego-de-cordoba,2017-10-30
2017-12-07,cordoba,priego-de-cordoba,2017-12-04
2017-12-08,cordoba,priego-de-cordoba,2017-12-04
2017-12-25,cordoba,priego-de-cordoba,2017-12-25
2017-01-01,cordoba,puente-genil,2016-12-26
2017-01-06,cordoba,puente-genil,2017-01-02
2017-02-28,cordoba,puente-genil,2017-02-27
2017-04-01,cordoba,puente-genil,2017-03-27
2017-04-02,cordoba,puente-genil,2017-03-27
2017-04-09,cordoba,puente-genil,2017-04-03
2017-04-10,cordoba,puente-genil,2017-04-10
2017-04-16,cordoba,puente-genil,2017-04-10
2017-04-25,cordoba,puente-genil,2017-04-24
2017-05-01,cordoba,puente-genil,2017-05-01
2017-05-03,cordoba,puente-genil,2017-05-01
2017-05-04,cordoba,puente-genil,2017-05-01
2017-08-15,cordoba,puente-genil,2017-08-14
2017-10-12,cordoba,puente-genil,2017-10-09
2017-11-02,cordoba,puente-genil,2017-10-30
2017-12-07,cordoba,puente-genil,2017-12-04
2017-12-08,cordoba,puente-genil,2017-12-04
2017-12-25,cordoba,puente-genil,2017-12-25
2017-01-01,huelva,aljaraque,2016-12-26
2017-01-06,huelva,aljaraque,2017-01-02
2017-02-28,huelva,aljaraque,2017-02-27
2017-04-01,huelva,aljaraque,2017-03-27
2017-04-02,huelva,aljaraque,2017-03-27
2017-04-09,huelva,aljaraque,2017-04-03
2017-04-10,huelva,aljaraque,2017-04-10
2017-05-01,huelva,aljaraque,2017-05-01
2017-08-14,huelva,aljaraque,2017-08-14
2017-08-15,huelva,aljaraque,2017-08-14
2017-10-12,huelva,aljaraque,2017-10-09
2017-11-02,huelva,aljaraque,2017-10-30
2017-12-04,huelva,aljaraque,2017-12-04
2017-12-07,huelva,aljaraque,2017-12-04
2017-12-08,huelva,aljaraque,2017-12-04
2017-12-25,huelva,aljaraque,2017-12-25
2017-01-01,huelva,almonte,2016-12-26
2017-01-06,huelva,almonte,2017-01-02
2017-02-28,huelva,almonte,2017-02-27
2017-04-01,huelva,almonte,2017-03-27
2017-04-02,huelva,almonte,2017-03-27
2017-04-09,huelva,almonte,2017-04-03
2017-04-10,huelva,almonte,2017-04-10
2017-05-01,huelva,almonte,2017-05-01
2017-08-15,huelva,almonte,2017-08-14
2017-10-12,huelva,almonte,2017-10-09
2017-11-02,huelva,almonte,2017-10-30
2017-12-07,huelva,almonte,2017-12-04
2017-12-08,huelva,almonte,2017-12-04
2017-12-25,huelva,almonte,2017-12-25
2017-01-01,huelva,ayamonte,2016-12-26
2017-01-06,huelva,ayamonte,2017-01-02
2017-02-26,huelva,ayamonte,2017-02-20
2017-02-28,huelva,ayamonte,2017-02-27
2017-04-01,huelva,ayamonte,2017-03-27
2017-04-02,huelva,ayamonte,2017-03-27
2017-04-09,huelva,ayamonte,2017-04-03
2017-04-10,huelva,ayamonte,2017-04-10
2017-05-01,huelva,ayamonte,2017-05-01
2017-08-15,huelva,ayamonte,2017-08-14
2017-09-08,huelva,ayamonte,2017-09-04
2017-10-12,huelva,ayamonte,2017-10-09
2017-11-02,huelva,ayamonte,2017-10-30
2017-12-07,huelva,ayamonte,2017-12-04
2017-12-08,huelva,ayamonte,2017-12-04
2017-12-25,huelva,ayamonte,2017-12-25
2017-01-01,huelva,huelva,2016-12-26
2017-01-06,huelva,huelva,2017-01-02
2017-02-28,huelva,huelva,2017-02-27
2017-04-01,huelva,huelva,2017-03-27
2017-04-02,huelva,huelva,2017-03-27
2017-04-09,huelva,huelva,2017-04-03
2017-04-10,huelva,huelva,2017-04-10
2017-05-01,huelva,huelva,2017-05-01
2017-08-03,huelva,huelva,2017-07-31
2017-08-15,huelva,huelva,2017-08-14
2017-09-08,huelva,huelva,2017-09-04
2017-10-12,huelva,huelva,2017-10-09
2017-11-02,huelva,huelva,2017-10-30
2017-12-07,huelva,huelva,2017-12-04
2017-12-08,huelva,huelva,2017-12-04
2017-12-25,huelva,huelva,2017-12-25
2017-01-01,huelva,isla-cristina,2016-12-26
2017-01-06,huelva,isla-cristina,2017-01-02
2017-02-28,huelva,isla-cristina,2017-02-27
2017-04-01,huelva,isla-cristina,2017-03-27
2017-04-02,huelva,isla-cristina,2017-03-27
2017-04-09,huelva,isla-cristina,2017-04-03
2017-04-10,huelva,isla-cristina,2017-04-10
2017-05-01,huelva,isla-cristina,2017-05-01
2017-07-16,huelva,isla-cristina,2017-07-10
2017-08-15,huelva,isla-cristina,2017-08-14
2017-10-07,huelva,isla-cristina,2017-10-02
2017-10-12,huelva,isla-cristina,2017-10-09
2017-11-02,huelva,isla-cristina,2017-10-30
2017-12-07,huelva,isla-cristina,2017-12-04
2017-12-08,huelva,isla-cristina,2017-12-04
2017-12-25,huelva,isla-cristina,2017-12-25
2017-01-01,huelva,lepe,2016-12-26
2017-01-06,huelva,lepe,2017-01-02
2017-02-28,huelva,lepe,2017-02-27
2017-04-01,huelva,lepe,2017-03-27
2017-04-02,huelva,lepe,2017-03-27
2017-04-09,huelva,lepe,2017-04-03
2017-04-10,huelva,lepe,2017-04-10
2017-05-01,huelva,lepe,2017-05-01
2017-08-14,huelva,lepe,2017-08-14
2017-08-15,huelva,lepe,2017-08-14
2017-10-12,huelva,lepe,2017-10-09
2017-11-02,huelva,lepe,2017-10-30
2017-12-07,huelva,lepe,2017-12-04
2017-12-08,huelva,lepe,2017-12-04
2017-12-25,huelva,lepe,2017-12-25
2017-01-01,huelva,moguer,2016-12-26
2017-01-06,huelva,moguer,2017-01-02
2017-02-28,huelva,moguer,2017-02-27
2017-04-01,huelva,moguer,2017-03-27
2017-04-02,huelva,moguer,2017-03-27
2017-04-09,huelva,moguer,2017-04-03
2017-04-10,huelva,moguer,2017-04-10
2017-05-01,huelva,moguer,2017-05-01
2017-08-15,huelva,moguer,2017-08-14
2017-09-08,huelva,moguer,2017-09-04
2017-10-12,huelva,moguer,2017-10-09
2017-10-13,huelva,moguer,2017-10-09
2017-11-02,huelva,moguer,2017-10-30
2017-12-07,huelva,moguer,2017-12-04
2017-12-08,huelva,moguer,2017-12-04
2017-12-25,huelva,moguer,2017-12-25
2017-01-01,jaen,alcala-la-real,2016-12-26
2017-01-06,jaen,alcala-la-real,2017-01-02
2017-02-28,jaen,alcala-la-real,2017-02-27
2017-04-01,jaen,alcala-la-real,2017-03-27
2017-04-02,jaen,alcala-la-real,2017-03-27
2017-04-09,jaen,alcala-la-real,2017-04-03
2017-04-10,jaen,alcala-la-real,2017-04-10
2017-05-01,jaen,alcala-la-real,2017-05-01
2017-08-15,jaen,alcala-la-real,2017-08-14
2017-09-21,jaen,alcala-la-real,2017-09-18
2017-10-12,jaen,alcala-la-real,2017-10-09
2017-11-02,jaen,alcala-la-real,2017-10-30
2017-12-07,jaen,alcala-la-real,2017-12-04
2017-12-08,jaen,alcala-la-real,2017-12-04
2017-12-20,jaen,alcala-la-real,2017-12-18
2017-12-25,jaen,alcala-la-real,2017-12-25
2017-01-01,jaen,andujar,2016-12-26
2017-01-06,jaen,andujar,2017-01-02
2017-02-28,jaen,andujar,2017-02-27
2017-04-01,jaen,andujar,2017-03-27
2017-04-02,jaen,andujar,2017-03-27
2017-04-09,jaen,andujar,2017-04-03
2017-04-10,jaen,andujar,2017-04-10
2017-04-26,jaen,andujar,2017-04-24
2017-05-01,jaen,andujar,2017-05-01
2017-08-15,jaen,andujar,2017-08-14
2017-09-13,jaen,andujar,2017-09-11
2017-10-12,jaen,andujar,2017-10-09
2017-11-02,jaen,andujar,2017-10-30
2017-12-07,jaen,andujar,2017-12-04
2017-12-08,jaen,andujar,2017-12-04
2017-12-25,jaen,andujar,2017-12-25
2017-01-01,jaen,baeza,2016-12-26
2017-01-06,jaen,baeza,2017-01-02
2017-02-28,jaen,baeza,2017-02-27
2017-04-01,jaen,baeza,2017-03-27
2017-04-02,jaen,baeza,2017-03-27
2017-04-09,jaen,baeza,2017-04-03
2017-04-10,jaen,baeza,2017-04-10
2017-05-01,jaen,baeza,2017-05-01
2017-07-16,jaen,baeza,2017-07-10
2017-08-15,jaen,baeza,2017-08-14
2017-10-12,jaen,baeza,2017-10-09
2017-11-02,jaen,baeza,2017-10-30
2017-11-30,jaen,baeza,2017-11-27
2017-12-07,jaen,baeza,2017-12-04
2017-12-08,jaen,baeza,2017-12-04
2017-12-25,jaen,baeza,2017-12-25
2017-01-01,jaen,la-carolina,2016-12-26
2017-01-06,jaen,la-carolina,2017-01-02
2017-02-28,jaen,la-carolina,2017-02-27
2017-04-01,jaen,la-carolina,2017-03-27
